"GEOID_JOIN","STATE_NAME","COUNTRY_NAME","total_hh","avg_rps","predicted_remitters","est_remittance_usd","avg_income","avg_housing_cost","avg_yrsusa","pct_non_citizen","pct_recent_arrival","remittance_M","remit_per_hh","zkp_priority"
"3100801","Nebraska","El Salvador",1,0.0027,0,0.0,65000.0,973.0,21.0,0.0,0.0,0.0,0.0,0
"3100801","Nebraska","India",7,0.2011,2,27937.0,33714.2857,1055.5714,18.8571,0.5714,0.1429,0.028,3991.0,0
"3100801","Nebraska","Mexico",33,0.1509,6,247412.2,35678.7879,987.8182,24.5152,0.5455,0.0606,0.247,7497.0,0
"3100801","Nebraska","Philippines",6,0.1248,0,25740.0,37800.0,1099.5,20.8333,0.3333,0.3333,0.026,4290.0,0
"3100801","Nebraska","Somalia",1,0.446,0,0.0,0.0,350.0,6.0,0.0,0.0,0.0,0.0,0
"3100802","Nebraska","India",11,0.0416,0,121488.64,159727.2727,1697.3636,16.5455,0.6364,0.3636,0.121,11044.0,0
"3100802","Nebraska","Mexico",11,0.2031,2,41806.8,25672.7273,1178.8182,23.4545,0.6364,0.0,0.042,3801.0,0
"3100802","Nebraska","Philippines",1,0.0059,0,0.0,61000.0,932.0,39.0,0.0,0.0,0.0,0.0,0
"3100802","Nebraska","Somalia",1,0.2596,0,4422.0,20000.0,880.0,5.0,1.0,0.0,0.004,4422.0,0
"3100901","Nebraska","Bangladesh",1,0.0007,0,0.0,80000.0,1992.0,14.0,0.0,0.0,0.0,0.0,0
"3100901","Nebraska","El Salvador",1,0.0027,0,24042.2,73000.0,2937.0,42.0,1.0,0.0,0.024,24042.0,0
"3100901","Nebraska","India",46,0.0515,1,491562.89,108356.5217,1865.8913,16.087,0.6304,0.1087,0.492,10686.0,0
"3100901","Nebraska","Mexico",31,0.0806,0,258930.4,68222.5806,1567.8065,22.129,0.5161,0.0645,0.259,8353.0,0
"3100901","Nebraska","Philippines",7,0.1358,1,12672.0,40428.5714,1241.2857,20.5714,0.2857,0.2857,0.013,1810.0,0
"3100902","Nebraska","India",21,0.0588,1,189718.62,96282.381,1589.9048,9.1429,0.8571,0.2381,0.19,9034.0,0
"3100902","Nebraska","Mexico",25,0.1503,2,127419.1,35784.0,1341.72,21.64,0.56,0.04,0.127,5097.0,0
"3100902","Nebraska","Philippines",9,0.0672,0,52272.0,69444.4444,1461.7778,21.5556,0.3333,0.1111,0.052,5808.0,0
"3100903","Nebraska","India",4,0.1522,0,15015.0,28600.0,1022.0,17.25,0.5,0.0,0.015,3754.0,0
"3100903","Nebraska","Mexico",41,0.1358,4,385145.54,38629.2683,858.7805,23.0488,0.7561,0.0732,0.385,9394.0,0
"3100903","Nebraska","Philippines",5,0.2556,1,12672.0,11940.0,1516.0,31.6,0.2,0.0,0.013,2534.0,0
"3100903","Nebraska","Somalia",6,0.2354,2,26109.9,20466.6667,967.6667,8.5,0.5,0.1667,0.026,4352.0,0
"3100904","Nebraska","El Salvador",1,0.0204,0,6988.8,38400.0,934.0,1.0,1.0,1.0,0.007,6989.0,0
"3100904","Nebraska","India",10,0.1797,2,74120.41,47140.0,1182.9,5.9,0.9,0.5,0.074,7412.0,0
"3100904","Nebraska","Mexico",133,0.1561,12,851310.32,30788.7218,1008.812,25.3609,0.6241,0.0226,0.851,6401.0,0
"3100904","Nebraska","Philippines",2,0.1666,0,6336.0,35000.0,504.5,28.0,0.0,0.0,0.006,3168.0,0
"3100904","Nebraska","Somalia",1,0.1512,0,12864.0,25000.0,500.0,14.0,1.0,0.0,0.013,12864.0,0
"3200101","Nevada","Bangladesh",9,0.1639,1,28036.0,43166.6667,1042.3333,17.4444,0.3333,0.1111,0.028,3115.0,0
"3200101","Nevada","India",14,0.0892,0,102056.5,85885.7143,1539.2857,11.5,0.7143,0.2143,0.102,7290.0,0
"3200101","Nevada","Mexico",226,0.1469,22,1270944.1,32860.3982,1214.8009,28.2257,0.5398,0.0265,1.271,5624.0,0
"3200101","Nevada","Philippines",99,0.115,2,251496.96,43707.0707,1268.0,26.6869,0.202,0.0101,0.251,2540.0,0
"3200102","Nevada","Bangladesh",8,0.2468,2,35860.0,83850.0,1075.5,16.75,0.5,0.25,0.036,4482.0,0
"3200102","Nevada","El Salvador",3,0.0806,0,20202.0,26333.3333,983.0,20.6667,0.6667,0.3333,0.02,6734.0,0
"3200102","Nevada","India",22,0.0638,0,158519.27,77386.3636,2006.7273,14.8636,0.6364,0.0909,0.159,7205.0,0
"3200102","Nevada","Mexico",174,0.1522,16,1135691.36,31167.2414,1268.1207,27.046,0.5402,0.0172,1.136,6527.0,0
"3200102","Nevada","Philippines",81,0.1277,3,315040.44,39256.5432,1532.7531,24.7778,0.2716,0.0741,0.315,3889.0,0
"3200103","Nevada","Bangladesh",2,0.2163,0,0.0,65000.0,2189.0,26.0,0.0,0.0,0.0,0.0,0
"3200103","Nevada","India",22,0.1017,2,54727.4,91454.5455,2623.1818,25.2273,0.1818,0.0455,0.055,2488.0,0
"3200103","Nevada","Mexico",151,0.1054,9,827980.04,45860.9272,1295.4371,27.9139,0.4702,0.0199,0.828,5483.0,0
"3200103","Nevada","Philippines",55,0.1259,3,148645.2,37452.7273,1339.9455,25.8909,0.1818,0.0182,0.149,2703.0,0
"3200200","Nevada","India",3,0.1841,1,5642.0,208666.6667,2029.6667,23.0,0.3333,0.3333,0.006,1881.0,0
"3200200","Nevada","Mexico",149,0.1637,20,928262.64,32424.1611,981.5705,29.5772,0.4832,0.0201,0.928,6230.0,0
"3200200","Nevada","Philippines",30,0.1365,1,85852.8,31723.3333,1333.5667,36.2,0.1333,0.0667,0.086,2862.0,0
"3200300","Nevada","India",3,0.0915,0,0.0,120333.3333,2003.0,39.0,0.0,0.0,0.0,0.0,0
"3200300","Nevada","Mexico",132,0.1369,11,625910.68,31439.3939,1051.3561,28.6439,0.4394,0.0455,0.626,4742.0,0
"3200300","Nevada","Philippines",27,0.0689,0,26136.0,44103.7037,1465.3333,30.1481,0.0741,0.0,0.026,968.0,0
"3200401","Nevada","El Salvador",1,0.4853,1,4368.0,0.0,1428.0,28.0,0.0,0.0,0.004,4368.0,0
"3200401","Nevada","India",10,0.0904,0,21112.0,128700.0,1562.3,21.1,0.2,0.0,0.021,2111.0,0
"3200401","Nevada","Mexico",133,0.1103,7,647989.6,37276.6917,1403.3233,31.6241,0.3759,0.015,0.648,4872.0,0
"3200401","Nevada","Philippines",121,0.1364,3,232808.4,28904.1322,1422.4793,33.4545,0.0909,0.0,0.233,1924.0,0
"3200402","Nevada","El Salvador",2,0.0457,0,0.0,29500.0,2398.0,56.5,0.0,0.0,0.0,0.0,0
"3200402","Nevada","India",4,0.1312,0,5642.0,26250.0,1038.0,33.25,0.0,0.0,0.006,1410.0,0
"3200402","Nevada","Mexico",331,0.1326,25,2016952.16,32090.3323,1241.5589,29.6677,0.5227,0.0242,2.017,6094.0,0
"3200402","Nevada","Philippines",70,0.0891,1,125756.4,37094.2857,1412.8571,31.6857,0.1,0.0143,0.126,1797.0,0
"3200403","Nevada","Bangladesh",1,0.1812,0,0.0,22500.0,654.0,38.0,0.0,0.0,0.0,0.0,0
"3200403","Nevada","El Salvador",2,0.1732,0,16380.0,22500.0,669.5,45.0,0.5,0.0,0.016,8190.0,0
"3200403","Nevada","India",9,0.098,0,27591.2,83488.8889,1159.0,35.8889,0.2222,0.0,0.028,3066.0,0
"3200403","Nevada","Mexico",622,0.1604,70,4094352.592,32314.8875,1164.8167,27.8039,0.5675,0.0273,4.094,6583.0,0
"3200403","Nevada","Philippines",193,0.1255,3,351370.8,35147.6684,1553.829,31.0933,0.1088,0.0104,0.351,1821.0,0
"3200404","Nevada","El Salvador",1,0.6086,1,8335.6,0.0,950.0,5.0,1.0,0.0,0.008,8336.0,1
"3200404","Nevada","India",6,0.0747,0,0.0,63000.0,2070.0,27.0,0.0,0.0,0.0,0.0,0
"3200404","Nevada","Mexico",354,0.1777,50,1969908.292,28664.887,1063.161,27.7938,0.5311,0.0141,1.97,5565.0,0
"3200404","Nevada","Philippines",111,0.1157,3,130284.0,32934.2342,1392.0631,31.1622,0.0721,0.027,0.13,1174.0,0
"3200404","Nevada","Somalia",1,0.5451,1,0.0,4300.0,2470.0,18.0,0.0,0.0,0.0,0.0,0
"3200405","Nevada","El Salvador",1,0.1033,0,0.0,30000.0,1510.0,13.0,0.0,0.0,0.0,0.0,0
"3200405","Nevada","India",7,0.013,0,23068.5,124985.7143,3134.4286,20.7143,0.4286,0.0,0.023,3296.0,0
"3200405","Nevada","Mexico",409,0.2265,88,2426235.36,25050.489,996.7824,25.4034,0.6626,0.0196,2.426,5932.0,0
"3200405","Nevada","Philippines",127,0.1808,4,369943.2,32227.5591,1505.8898,32.0945,0.1654,0.0157,0.37,2913.0,0
"3200405","Nevada","Somalia",2,0.4472,1,10632.9,0.0,220.0,16.5,0.5,0.0,0.011,5316.0,0
"3200406","Nevada","Bangladesh",1,0.0,0,0.0,175000.0,1913.0,31.0,0.0,0.0,0.0,0.0,0
"3200406","Nevada","India",14,0.1568,0,56693.0,35042.8571,1405.7143,17.0714,0.4286,0.0,0.057,4050.0,0
"3200406","Nevada","Mexico",361,0.1629,46,2222115.16,29234.626,1238.964,26.8393,0.5928,0.0249,2.222,6155.0,0
"3200406","Nevada","Philippines",80,0.1681,3,222948.0,25913.75,1226.0125,25.225,0.2625,0.025,0.223,2787.0,0
"3200406","Nevada","Somalia",1,0.6673,1,4422.0,0.0,1817.0,16.0,1.0,0.0,0.004,4422.0,1
"3200407","Nevada","India",11,0.0788,0,81963.7,94909.0909,1783.0909,19.9091,0.4545,0.0,0.082,7451.0,0
"3200407","Nevada","Mexico",352,0.183,55,2603170.08,29391.1648,1200.2756,28.3835,0.6335,0.0398,2.603,7395.0,0
"3200407","Nevada","Philippines",110,0.1612,4,224835.6,41852.5455,1353.6364,33.9818,0.1364,0.0091,0.225,2044.0,0
"3200407","Nevada","Somalia",1,0.67,1,4422.0,0.0,1200.0,20.0,1.0,0.0,0.004,4422.0,1
"3200408","Nevada","El Salvador",2,0.1958,0,8481.2,17000.0,1431.5,29.5,0.5,0.0,0.008,4241.0,0
"3200408","Nevada","India",14,0.0992,0,99099.0,109785.7143,1432.5,25.5,0.2857,0.0714,0.099,7078.0,0
"3200408","Nevada","Mexico",326,0.1292,26,2091279.152,33573.1288,1313.5491,29.3804,0.4939,0.0184,2.091,6415.0,0
"3200408","Nevada","Philippines",234,0.1326,6,652423.2,35439.8718,1306.2778,30.1966,0.1197,0.0128,0.652,2788.0,0
"3200409","Nevada","Bangladesh",1,0.0008,0,16300.0,100000.0,1310.0,10.0,1.0,0.0,0.016,16300.0,0
"3200409","Nevada","El Salvador",5,0.417,1,18363.8,10660.0,1440.6,34.8,0.0,0.0,0.018,3673.0,0
"3200409","Nevada","India",19,0.2015,3,112581.56,49947.3684,1906.2632,24.8421,0.4737,0.1579,0.113,5925.0,0
"3200409","Nevada","Mexico",306,0.2261,59,1758811.76,26895.098,1096.9412,24.0752,0.6405,0.0458,1.759,5748.0,0
"3200409","Nevada","Philippines",176,0.158,10,701826.84,33529.6591,1213.7216,25.8125,0.233,0.0341,0.702,3988.0,0
"3200409","Nevada","Somalia",2,0.0691,0,0.0,52500.0,975.0,12.0,0.0,0.0,0.0,0.0,0
"3200410","Nevada","Bangladesh",1,0.0066,0,43521.0,75000.0,1871.0,1.0,1.0,1.0,0.044,43521.0,0
"3200410","Nevada","El Salvador",1,0.4778,1,4368.0,0.0,1177.0,35.0,0.0,0.0,0.004,4368.0,0
"3200410","Nevada","India",7,0.1451,1,23332.4,126285.7143,1704.2857,25.1429,0.2857,0.0,0.023,3333.0,0
"3200410","Nevada","Mexico",275,0.1668,25,1837141.84,28552.4727,1125.3055,27.3236,0.5455,0.0327,1.837,6681.0,0
"3200410","Nevada","Philippines",179,0.1153,2,462198.0,41307.2626,1484.0447,29.6089,0.1341,0.0223,0.462,2582.0,0
"3200411","Nevada","Bangladesh",1,0.0005,0,0.0,103000.0,3113.0,27.0,0.0,0.0,0.0,0.0,0
"3200411","Nevada","El Salvador",1,0.3847,0,0.0,0.0,2880.0,12.0,0.0,0.0,0.0,0.0,0
"3200411","Nevada","India",26,0.1263,1,112638.89,75119.2308,2313.2692,23.3846,0.4231,0.1538,0.113,4332.0,0
"3200411","Nevada","Mexico",80,0.1239,8,396470.98,45655.0,1464.4125,33.35,0.325,0.0,0.396,4956.0,0
"3200411","Nevada","Philippines",164,0.0958,1,285477.456,49819.5122,1629.872,30.7256,0.1159,0.0122,0.285,1741.0,0
"3200412","Nevada","Bangladesh",1,0.012,0,0.0,61000.0,697.0,29.0,0.0,0.0,0.0,0.0,0
"3200412","Nevada","El Salvador",2,0.1873,0,0.0,42000.0,1813.5,36.5,0.0,0.0,0.0,0.0,0
"3200412","Nevada","India",18,0.0503,0,94335.15,90111.1111,1449.3889,24.2778,0.3889,0.1111,0.094,5241.0,0
"3200412","Nevada","Mexico",97,0.1178,6,567536.0,36873.1959,1435.6701,33.3814,0.3299,0.0,0.568,5851.0,0
"3200412","Nevada","Philippines",237,0.1016,5,592244.136,47906.1603,1693.5359,29.9789,0.1308,0.0295,0.592,2499.0,0
"3200413","Nevada","Bangladesh",1,0.0,0,0.0,96000.0,2426.0,21.0,0.0,0.0,0.0,0.0,0
"3200413","Nevada","El Salvador",1,0.3331,0,0.0,0.0,686.0,56.0,0.0,0.0,0.0,0.0,0
"3200413","Nevada","India",16,0.159,0,56238.0,73062.5,1344.5625,20.375,0.25,0.0625,0.056,3515.0,0
"3200413","Nevada","Mexico",99,0.1637,12,431515.38,40133.3333,1420.1919,30.0606,0.303,0.0303,0.432,4359.0,0
"3200413","Nevada","Philippines",167,0.1231,2,382093.8,42369.7006,1503.8443,28.4671,0.1437,0.0299,0.382,2288.0,0
"3200414","Nevada","India",20,0.1144,1,226351.58,94040.0,2422.3,23.35,0.5,0.0,0.226,11318.0,0
"3200414","Nevada","Mexico",18,0.2156,4,69788.6,61516.6667,2135.0556,43.6111,0.2222,0.0,0.07,3877.0,0
"3200414","Nevada","Philippines",44,0.1367,0,50556.0,40847.7273,1618.8409,36.9545,0.0455,0.0,0.051,1149.0,0
"3200415","Nevada","India",11,0.0465,0,105359.8,83000.0,1824.5455,25.9091,0.5455,0.0909,0.105,9578.0,0
"3200415","Nevada","Mexico",44,0.1199,4,177781.6,38470.4545,1892.2045,34.2955,0.25,0.0,0.178,4040.0,0
"3200415","Nevada","Philippines",111,0.0973,1,196105.8,53364.8649,1729.5135,30.6486,0.0721,0.027,0.196,1767.0,0
"3300100","New Hampshire","Bangladesh",1,0.002,0,0.0,100000.0,2883.0,39.0,0.0,0.0,0.0,0.0,0
"3300100","New Hampshire","El Salvador",1,0.3269,0,4368.0,15000.0,1200.0,42.0,0.0,0.0,0.004,4368.0,0
"3300100","New Hampshire","India",16,0.1026,1,90708.8,58487.5,1902.0625,25.625,0.5,0.125,0.091,5669.0,0
"3300100","New Hampshire","Mexico",2,0.2503,0,4266.0,0.0,1596.0,31.5,0.0,0.0,0.004,2133.0,0
"3300100","New Hampshire","Philippines",8,0.0684,0,0.0,84000.0,1987.125,36.875,0.0,0.0,0.0,0.0,0
"3300200","New Hampshire","India",1,0.0001,0,25941.37,285000.0,1675.0,8.0,1.0,0.0,0.026,25941.0,0
"3300201","New Hampshire","India",1,0.0003,0,0.0,150000.0,2823.0,32.0,0.0,0.0,0.0,0.0,0
"3300201","New Hampshire","Philippines",1,0.0013,0,13675.2,71000.0,3097.0,31.0,1.0,0.0,0.014,13675.0,0
"3300300","New Hampshire","India",6,0.1071,1,60181.94,99500.0,2245.6667,14.5,0.6667,0.0,0.06,10030.0,0
"3300301","New Hampshire","Bangladesh",1,0.1052,0,5053.0,30000.0,1340.0,3.0,1.0,1.0,0.005,5053.0,0
"3300301","New Hampshire","El Salvador",1,0.6142,1,4368.0,12000.0,846.0,40.0,0.0,0.0,0.004,4368.0,0
"3300301","New Hampshire","India",2,0.0293,0,0.0,126500.0,1187.0,12.0,0.0,0.0,0.0,0.0,0
"3300301","New Hampshire","Philippines",3,0.0073,0,0.0,77333.3333,1063.3333,14.6667,0.0,0.0,0.0,0.0,0
"3300400","New Hampshire","El Salvador",1,0.0779,0,0.0,40000.0,1199.0,17.0,0.0,0.0,0.0,0.0,0
"3300400","New Hampshire","India",4,0.0051,0,42436.03,88750.0,1886.75,9.0,1.0,0.0,0.042,10609.0,0
"3300401","New Hampshire","India",2,0.0764,0,0.0,40000.0,1836.0,43.0,0.0,0.0,0.0,0.0,0
"3300401","New Hampshire","Mexico",1,0.0001,0,26860.0,130000.0,2830.0,26.0,1.0,0.0,0.027,26860.0,0
"3300401","New Hampshire","Philippines",3,0.0002,0,0.0,98333.3333,1967.3333,19.3333,0.0,0.0,0.0,0.0,0
"3300500","New Hampshire","El Salvador",1,0.0001,0,0.0,121000.0,2128.0,29.0,0.0,0.0,0.0,0.0,0
"3300500","New Hampshire","India",1,0.0005,0,21931.0,144000.0,1793.0,5.0,1.0,0.0,0.022,21931.0,0
"3300501","New Hampshire","Mexico",3,0.1385,0,0.0,43333.3333,1720.6667,46.0,0.0,0.0,0.0,0.0,0
"3300501","New Hampshire","Philippines",3,0.0684,0,9240.0,48333.3333,2168.6667,18.6667,0.3333,0.3333,0.009,3080.0,0
"3300600","New Hampshire","India",4,0.0003,0,13604.5,209750.0,2534.0,20.75,0.25,0.0,0.014,3401.0,0
"3300600","New Hampshire","Mexico",1,0.5856,1,4266.0,16100.0,200.0,15.0,1.0,0.0,0.004,4266.0,1
"3300601","New Hampshire","El Salvador",2,0.0547,0,0.0,45000.0,1135.0,22.0,0.0,0.0,0.0,0.0,0
"3300601","New Hampshire","India",3,0.3215,1,11284.0,18000.0,2020.3333,10.3333,0.6667,0.3333,0.011,3761.0,0
"3300601","New Hampshire","Mexico",3,0.0175,0,76819.6,67400.0,1499.0,22.6667,0.6667,0.0,0.077,25607.0,0
"3300601","New Hampshire","Philippines",2,0.283,1,6336.0,22250.0,1217.0,12.0,0.5,0.5,0.006,3168.0,0
"3300601","New Hampshire","Somalia",1,0.0022,0,0.0,79000.0,1610.0,17.0,0.0,0.0,0.0,0.0,0
"3300602","New Hampshire","India",9,0.0987,1,44544.5,133333.3333,1992.1111,26.7778,0.3333,0.1111,0.045,4949.0,0
"3300602","New Hampshire","Philippines",2,0.0575,0,0.0,57500.0,1832.5,14.5,0.0,0.0,0.0,0.0,0
"3300603","New Hampshire","El Salvador",3,0.1995,1,17062.5,70600.0,1559.6667,14.3333,0.6667,0.3333,0.017,5688.0,0
"3300603","New Hampshire","India",32,0.0186,1,378805.7,171375.0,2435.5625,16.7188,0.5625,0.0938,0.379,11838.0,0
"3300603","New Hampshire","Mexico",6,0.21,2,58096.6,42833.3333,2256.1667,17.0,0.8333,0.0,0.058,9683.0,0
"3300603","New Hampshire","Philippines",2,0.0001,0,0.0,235000.0,4212.0,30.5,0.0,0.0,0.0,0.0,0
"3300700","New Hampshire","India",6,0.0282,0,14378.0,195833.3333,2499.6667,22.6667,0.1667,0.0,0.014,2396.0,0
"3300700","New Hampshire","Philippines",3,0.0093,0,0.0,83333.3333,2542.6667,26.3333,0.0,0.0,0.0,0.0,0
"3300701","New Hampshire","Bangladesh",2,0.0,0,0.0,417500.0,3008.0,30.0,0.0,0.0,0.0,0.0,0
"3300701","New Hampshire","India",2,0.3493,1,10010.0,0.0,1743.5,26.0,0.5,0.5,0.01,5005.0,0
"3300701","New Hampshire","Philippines",4,0.0932,0,13200.0,49000.0,2124.0,37.75,0.25,0.0,0.013,3300.0,0
"3300800","New Hampshire","Bangladesh",2,0.4142,1,5053.0,12500.0,1724.5,27.5,0.0,0.0,0.005,2526.0,0
"3300800","New Hampshire","El Salvador",4,0.29,0,11466.0,24750.0,1331.5,28.0,0.25,0.0,0.011,2866.0,0
"3300800","New Hampshire","India",5,0.3344,2,43316.0,48400.0,1490.0,1.8,1.0,0.8,0.043,8663.0,0
"3300800","New Hampshire","Mexico",4,0.0634,0,14220.0,34875.0,1848.5,20.5,0.25,0.0,0.014,3555.0,0
"3300800","New Hampshire","Philippines",3,0.0006,0,34702.8,114000.0,1978.3333,8.0,0.6667,0.3333,0.035,11568.0,0
"3300800","New Hampshire","Somalia",4,0.4357,3,9286.2,14550.0,1127.5,14.25,0.0,0.0,0.009,2322.0,0
"3300801","New Hampshire","India",8,0.0785,0,42952.0,138000.0,2327.125,19.375,0.5,0.0,0.043,5369.0,0
"3300801","New Hampshire","Philippines",4,0.0017,0,21780.0,92250.0,2430.25,36.25,0.25,0.0,0.022,5445.0,0
"3300900","New Hampshire","India",27,0.0033,0,198921.45,123111.1111,1850.5926,12.7037,0.5185,0.2963,0.199,7367.0,0
"3300900","New Hampshire","Mexico",8,0.1186,1,80437.8,48750.0,1268.75,16.375,0.5,0.25,0.08,10055.0,0
"3300900","New Hampshire","Philippines",4,0.0575,0,12078.0,61500.0,1861.25,17.75,0.25,0.25,0.012,3020.0,0
"3301000","New Hampshire","Bangladesh",1,0.3741,0,5053.0,0.0,4117.0,31.0,0.0,0.0,0.005,5053.0,0
"3301000","New Hampshire","El Salvador",1,0.0232,0,0.0,36900.0,1330.0,15.0,0.0,0.0,0.0,0.0,0
"3301000","New Hampshire","India",5,0.1943,0,25935.0,30000.0,1385.2,21.2,0.6,0.2,0.026,5187.0,0
"3301000","New Hampshire","Mexico",1,0.0701,0,0.0,35000.0,112.0,28.0,0.0,0.0,0.0,0.0,0
"3301000","New Hampshire","Philippines",6,0.0269,0,0.0,178333.3333,1879.3333,30.8333,0.0,0.0,0.0,0.0,0
"3400101","New Jersey","Bangladesh",51,0.2659,14,253367.2,38086.2745,1287.2353,18.8235,0.1961,0.1176,0.253,4968.0,0
"3400101","New Jersey","El Salvador",5,0.38,3,19656.0,12882.0,1276.0,26.4,0.8,0.0,0.02,3931.0,0
"3400101","New Jersey","India",39,0.1254,0,107097.9,45205.1282,1526.641,28.9744,0.1538,0.0,0.107,2746.0,0
"3400101","New Jersey","Mexico",42,0.2424,11,295760.2,31376.1905,1408.3333,22.1667,0.7143,0.0,0.296,7042.0,0
"3400101","New Jersey","Philippines",29,0.2096,3,65023.2,29965.5172,1611.8621,29.5862,0.1034,0.0,0.065,2242.0,0
"3400102","New Jersey","Bangladesh",8,0.2177,0,17734.4,36750.0,1939.0,13.5,0.25,0.125,0.018,2217.0,0
"3400102","New Jersey","El Salvador",10,0.2708,3,21476.0,24030.0,1751.6,29.9,0.3,0.0,0.021,2148.0,0
"3400102","New Jersey","India",21,0.1222,0,89161.8,79571.4286,1965.5238,27.2857,0.2857,0.0,0.089,4246.0,0
"3400102","New Jersey","Mexico",40,0.1448,5,275899.6,31747.5,1699.525,22.875,0.575,0.0,0.276,6897.0,0
"3400102","New Jersey","Philippines",27,0.0816,0,74289.6,58140.7407,2143.4444,26.2593,0.1481,0.0,0.074,2751.0,0
"3400301","New Jersey","Bangladesh",6,0.3417,2,0.0,19666.6667,2309.1667,24.3333,0.0,0.0,0.0,0.0,0
"3400301","New Jersey","El Salvador",7,0.1651,2,12012.0,61357.1429,2656.2857,38.0,0.0,0.0,0.012,1716.0,0
"3400301","New Jersey","India",57,0.0674,0,402729.6,93536.8421,1996.0175,19.0702,0.4912,0.1579,0.403,7065.0,0
"3400301","New Jersey","Mexico",12,0.0581,0,52930.0,53458.3333,2227.5833,22.9167,0.4167,0.0833,0.053,4411.0,0
"3400301","New Jersey","Philippines",42,0.0871,1,70870.8,61878.5714,2193.2857,25.9762,0.0952,0.0476,0.071,1687.0,0
"3400302","New Jersey","Bangladesh",2,0.0061,0,0.0,191500.0,5537.5,20.0,0.0,0.0,0.0,0.0,0
"3400302","New Jersey","India",87,0.0866,5,799265.74,104212.6437,2292.5747,16.1494,0.5287,0.1264,0.799,9187.0,0
"3400302","New Jersey","Mexico",8,0.1547,0,86094.2,40875.0,1879.875,16.875,0.625,0.0,0.086,10762.0,0
"3400302","New Jersey","Philippines",52,0.0768,2,103659.6,68892.3077,2181.1731,29.7115,0.0962,0.0,0.104,1993.0,0
"3400303","New Jersey","Bangladesh",1,0.0043,0,0.0,68000.0,2750.0,15.0,0.0,0.0,0.0,0.0,0
"3400303","New Jersey","El Salvador",1,0.0865,0,0.0,10000.0,4329.0,49.0,0.0,0.0,0.0,0.0,0
"3400303","New Jersey","India",66,0.0664,0,471213.47,113966.6667,2919.9848,21.3333,0.3333,0.0909,0.471,7140.0,0
"3400303","New Jersey","Mexico",9,0.3575,3,67940.0,44333.3333,1543.6667,27.8889,0.3333,0.0,0.068,7549.0,0
"3400303","New Jersey","Philippines",38,0.1252,1,151549.2,41273.6842,1872.5526,26.0526,0.2105,0.0263,0.152,3988.0,0
"3400304","New Jersey","Bangladesh",4,0.0212,0,0.0,226250.0,2227.5,23.0,0.0,0.0,0.0,0.0,0
"3400304","New Jersey","India",47,0.0572,1,246858.43,101168.0851,2620.1489,19.4255,0.383,0.0638,0.247,5252.0,0
"3400304","New Jersey","Mexico",23,0.1523,3,264318.2,31760.8696,1864.5217,25.3478,0.7826,0.0,0.264,11492.0,0
"3400304","New Jersey","Philippines",37,0.0296,0,75622.8,73743.2432,2320.5405,25.5946,0.0811,0.0,0.076,2044.0,0
"3400305","New Jersey","Bangladesh",1,0.4492,0,0.0,0.0,1560.0,18.0,0.0,0.0,0.0,0.0,0
"3400305","New Jersey","El Salvador",2,0.0005,0,0.0,87500.0,1900.5,39.0,0.0,0.0,0.0,0.0,0
"3400305","New Jersey","India",72,0.0589,1,402350.13,143131.9444,3592.8056,27.3611,0.2917,0.0417,0.402,5588.0,0
"3400305","New Jersey","Mexico",3,0.1729,1,67466.0,40333.3333,3774.6667,15.3333,1.0,0.0,0.067,22489.0,0
"3400305","New Jersey","Philippines",22,0.1495,1,18876.0,87809.0909,2595.0455,37.1818,0.0455,0.0,0.019,858.0,0
"3400306","New Jersey","Bangladesh",2,0.0646,0,0.0,72500.0,3991.0,38.5,0.0,0.0,0.0,0.0,0
"3400306","New Jersey","India",52,0.0446,0,433126.33,145303.8462,3291.8654,25.2692,0.3846,0.0385,0.433,8329.0,0
"3400306","New Jersey","Mexico",7,0.0859,0,55078.8,38000.0,2969.5714,18.8571,0.4286,0.1429,0.055,7868.0,0
"3400306","New Jersey","Philippines",10,0.0624,0,30663.6,100500.0,2422.1,28.5,0.1,0.0,0.031,3066.0,0
"3400307","New Jersey","Bangladesh",4,0.0856,0,10921.0,95250.0,2668.75,31.0,0.25,0.0,0.011,2730.0,0
"3400307","New Jersey","El Salvador",2,0.1203,0,5460.0,45500.0,1329.0,35.5,0.0,0.0,0.005,2730.0,0
"3400307","New Jersey","India",113,0.0782,1,526292.13,100691.1504,2830.885,28.4513,0.177,0.0265,0.526,4657.0,0
"3400307","New Jersey","Mexico",12,0.2857,4,45714.14,21550.0,1957.1667,24.0833,0.4167,0.0833,0.046,3810.0,0
"3400307","New Jersey","Philippines",171,0.0685,3,499381.08,66845.3801,2565.7485,28.0702,0.152,0.0117,0.499,2920.0,0
"3400308","New Jersey","Bangladesh",1,0.0,0,0.0,280000.0,6000.0,29.0,0.0,0.0,0.0,0.0,0
"3400308","New Jersey","India",56,0.0568,0,335845.51,177871.4286,3932.7679,24.0,0.2321,0.0357,0.336,5997.0,0
"3400308","New Jersey","Mexico",10,0.2466,2,92764.96,55470.0,2357.7,22.4,0.7,0.0,0.093,9276.0,0
"3400308","New Jersey","Philippines",26,0.0499,0,39996.0,116361.5385,2368.5769,27.5769,0.1538,0.0,0.04,1538.0,0
"3400400","New Jersey","Bangladesh",41,0.2534,6,204651.39,26851.2195,1481.2683,16.2927,0.2927,0.122,0.205,4991.0,0
