"GEOID_JOIN","STATE_NAME","COUNTRY_NAME","total_hh","avg_rps","predicted_remitters","est_remittance_usd","avg_income","avg_housing_cost","avg_yrsusa","pct_non_citizen","pct_recent_arrival","remittance_M","remit_per_hh","zkp_priority"
"0100100","Alabama","El Salvador",1,0.3026,0,0.0,0.0,1123.0,41.0,0.0,0.0,0.0,0.0,0
"0100100","Alabama","India",4,0.1931,1,14742.0,155000.0,775.25,12.25,0.5,0.25,0.015,3686.0,0
"0100100","Alabama","Mexico",36,0.2037,8,311133.6,24900.0,682.9444,22.5,0.7222,0.0,0.311,8643.0,0
"0100100","Alabama","Philippines",3,0.1109,0,6336.0,38666.6667,919.3333,19.0,0.3333,0.0,0.006,2112.0,0
"0100200","Alabama","India",9,0.0724,0,53671.8,77888.8889,1477.6667,20.8889,0.4444,0.0,0.054,5964.0,0
"0100200","Alabama","Mexico",19,0.2075,1,108830.4,19047.3684,645.8421,21.0,0.6316,0.0526,0.109,5728.0,0
"0100200","Alabama","Philippines",7,0.1458,0,12672.0,11428.5714,1389.0,32.5714,0.0,0.0,0.013,1810.0,0
"0100300","Alabama","Mexico",15,0.1702,1,128185.4,26200.0,687.1333,23.7333,0.8667,0.0,0.128,8546.0,0
"0100300","Alabama","Philippines",2,0.2357,1,6336.0,57000.0,1078.0,5.5,0.5,0.5,0.006,3168.0,0
"0100301","Alabama","Bangladesh",1,0.5663,1,5053.0,14400.0,770.0,1.0,1.0,1.0,0.005,5053.0,1
"0100301","Alabama","India",10,0.148,1,41577.9,67390.0,1117.2,17.1,0.5,0.1,0.042,4158.0,0
"0100301","Alabama","Mexico",15,0.2365,3,88511.6,19060.0,981.4,20.4667,0.7333,0.1333,0.089,5901.0,0
"0100301","Alabama","Philippines",2,0.0002,0,12540.0,99000.0,1346.0,28.5,0.5,0.0,0.013,6270.0,0
"0100302","Alabama","India",6,0.1698,1,13832.0,96616.6667,2176.8333,26.1667,0.1667,0.0,0.014,2305.0,0
"0100302","Alabama","Mexico",15,0.2076,2,106112.8,48566.6667,780.2,16.6,0.8667,0.1333,0.106,7074.0,0
"0100302","Alabama","Philippines",2,0.4499,1,0.0,185100.0,456.5,23.5,0.0,0.0,0.0,0.0,0
"0100400","Alabama","Bangladesh",1,0.011,0,9291.0,57000.0,1415.0,2.0,1.0,1.0,0.009,9291.0,0
"0100400","Alabama","Mexico",25,0.1877,3,144696.4,22080.0,572.52,21.04,0.76,0.04,0.145,5788.0,0
"0100400","Alabama","Philippines",1,0.022,0,0.0,31700.0,516.0,22.0,0.0,0.0,0.0,0.0,0
"0100401","Alabama","India",4,0.1182,0,5642.0,46500.0,1361.0,26.25,0.25,0.0,0.006,1410.0,0
"0100401","Alabama","Mexico",6,0.1269,0,6320.0,59833.3333,1225.1667,39.5,0.1667,0.0,0.006,1053.0,0
"0100401","Alabama","Philippines",3,0.0432,0,0.0,85100.0,2034.3333,31.6667,0.0,0.0,0.0,0.0,0
"0100402","Alabama","Bangladesh",2,0.0009,0,0.0,165000.0,3900.0,18.0,0.0,0.0,0.0,0.0,0
"0100402","Alabama","India",8,0.0371,0,35323.47,67150.0,1601.625,24.25,0.375,0.0,0.035,4415.0,0
"0100402","Alabama","Mexico",9,0.1561,1,46617.9,42600.0,943.1111,27.2222,0.6667,0.0,0.047,5180.0,0
"0100402","Alabama","Philippines",1,0.0001,0,0.0,119000.0,2523.0,24.0,0.0,0.0,0.0,0.0,0
"0100403","Alabama","India",5,0.1671,0,76258.0,83800.0,1629.4,35.6,0.2,0.0,0.076,15252.0,0
"0100403","Alabama","Mexico",13,0.2069,3,66470.6,20692.3077,943.6923,23.0769,0.6154,0.1538,0.066,5113.0,0
"0100500","Alabama","El Salvador",9,0.1185,1,43680.0,32655.5556,664.7778,23.1111,0.4444,0.0,0.044,4853.0,0
"0100500","Alabama","India",4,0.3194,1,5642.0,6250.0,1814.0,16.75,0.25,0.25,0.006,1410.0,0
"0100500","Alabama","Mexico",43,0.1798,6,296663.96,26309.3023,630.2093,19.9535,0.7209,0.0698,0.297,6899.0,0
"0100500","Alabama","Philippines",5,0.0574,0,0.0,22600.0,895.8,23.0,0.0,0.0,0.0,0.0,0
"0100501","Alabama","El Salvador",2,0.3521,1,5915.0,7500.0,980.5,12.0,0.5,0.5,0.006,2958.0,0
"0100501","Alabama","India",6,0.0352,0,22295.0,50816.6667,2805.5,21.5,0.3333,0.0,0.022,3716.0,0
"0100501","Alabama","Mexico",50,0.174,6,301912.72,29126.0,795.76,23.9,0.6,0.04,0.302,6038.0,0
"0100501","Alabama","Philippines",3,0.1605,0,25476.0,33333.3333,1678.0,27.3333,0.3333,0.0,0.025,8492.0,0
"0100600","Alabama","India",3,0.1087,0,5642.0,150533.3333,690.6667,26.0,0.3333,0.0,0.006,1881.0,0
"0100600","Alabama","Mexico",36,0.1598,3,294230.76,36980.5556,702.7222,25.3889,0.6944,0.0,0.294,8173.0,0
"0100600","Alabama","Philippines",8,0.1585,1,33792.0,37750.0,682.625,39.5,0.25,0.0,0.034,4224.0,0
"0100700","Alabama","India",3,0.1866,0,5642.0,34333.3333,691.6667,21.0,0.3333,0.3333,0.006,1881.0,0
"0100700","Alabama","Mexico",18,0.2223,3,79031.6,21077.7778,927.2778,19.9444,0.6667,0.0,0.079,4391.0,0
"0100700","Alabama","Philippines",5,0.1955,1,12672.0,37600.0,1314.6,31.0,0.2,0.0,0.013,2534.0,0
"0100800","Alabama","India",3,0.0142,0,61971.0,189333.3333,1149.3333,20.3333,0.6667,0.0,0.062,20657.0,0
"0100800","Alabama","Mexico",29,0.1556,4,116714.6,32486.2069,539.2759,22.9655,0.4828,0.0345,0.117,4025.0,0
"0100800","Alabama","Philippines",6,0.2773,1,12672.0,10466.6667,506.1667,26.5,0.1667,0.1667,0.013,2112.0,0
"0100900","Alabama","Bangladesh",1,0.0008,0,0.0,90000.0,900.0,5.0,0.0,0.0,0.0,0.0,0
"0100900","Alabama","India",2,0.1815,0,8372.0,18000.0,917.5,35.0,0.5,0.0,0.008,4186.0,0
"0100900","Alabama","Mexico",39,0.1361,3,190341.02,27017.9487,775.7436,24.5897,0.5385,0.0256,0.19,4881.0,0
"0100900","Alabama","Philippines",6,0.1964,0,0.0,16800.0,836.5,26.5,0.0,0.0,0.0,0.0,0
"0101000","Alabama","India",3,0.3781,1,11284.0,14666.6667,863.6667,14.0,0.0,0.0,0.011,3761.0,0
"0101000","Alabama","Mexico",36,0.1826,8,232184.792,27760.0,709.6667,20.8611,0.6944,0.0833,0.232,6450.0,0
"0101000","Alabama","Philippines",4,0.2725,1,6375.6,16000.0,548.25,11.0,0.25,0.25,0.006,1594.0,0
"0101100","Alabama","India",4,0.3706,2,15451.8,19950.0,751.25,15.0,0.5,0.5,0.015,3863.0,0
"0101100","Alabama","Mexico",13,0.2616,4,64792.64,21292.3077,677.6154,23.8462,0.7692,0.0,0.065,4984.0,0
"0101100","Alabama","Philippines",1,0.3824,0,6336.0,0.0,351.0,56.0,0.0,0.0,0.006,6336.0,0
"0101200","Alabama","India",7,0.2261,1,45955.0,43214.2857,1685.0,21.1429,0.4286,0.1429,0.046,6565.0,0
"0101200","Alabama","Mexico",24,0.2026,4,146718.8,33729.1667,958.6667,21.0,0.8333,0.0417,0.147,6113.0,0
"0101200","Alabama","Philippines",3,0.1289,0,6336.0,63433.3333,1447.6667,31.6667,0.3333,0.0,0.006,2112.0,0
"0101201","Alabama","India",1,0.0004,0,45581.9,480000.0,791.0,11.0,1.0,0.0,0.046,45582.0,0
"0101201","Alabama","Mexico",6,0.0254,0,62253.58,58666.6667,978.6667,25.5,0.8333,0.0,0.062,10376.0,0
"0101201","Alabama","Philippines",1,0.0043,0,0.0,58000.0,493.0,14.0,0.0,0.0,0.0,0.0,0
"0101202","Alabama","Bangladesh",4,0.3889,2,22168.0,15250.0,795.75,3.5,1.0,0.5,0.022,5542.0,0
"0101202","Alabama","India",7,0.1069,1,59332.0,137000.0,1107.8571,18.7143,0.5714,0.1429,0.059,8476.0,0
"0101202","Alabama","Mexico",8,0.1875,1,63294.8,23650.0,896.375,16.75,0.625,0.25,0.063,7912.0,0
"0101202","Alabama","Philippines",3,0.0357,0,0.0,29666.6667,944.0,33.6667,0.0,0.0,0.0,0.0,0
"0101301","Alabama","India",2,0.1641,0,6916.0,32500.0,1350.5,10.0,0.5,0.5,0.007,3458.0,0
"0101301","Alabama","Mexico",24,0.2082,3,154707.28,27683.3333,798.2917,18.7083,0.7083,0.0417,0.155,6446.0,0
"0101301","Alabama","Philippines",2,0.0165,0,0.0,44500.0,868.0,22.0,0.0,0.0,0.0,0.0,0
"0101302","Alabama","Bangladesh",2,0.0121,0,15648.0,48000.0,805.0,3.0,1.0,0.5,0.016,7824.0,0
"0101302","Alabama","India",5,0.0176,0,34399.82,64600.0,989.4,7.6,0.8,0.2,0.034,6880.0,0
"0101302","Alabama","Mexico",10,0.2434,2,137665.4,18280.0,959.0,16.8,1.0,0.0,0.138,13767.0,0
"0101302","Alabama","Philippines",1,0.3054,0,0.0,0.0,1487.0,23.0,0.0,0.0,0.0,0.0,0
"0101303","Alabama","El Salvador",1,0.0,0,0.0,143000.0,563.0,22.0,0.0,0.0,0.0,0.0,0
"0101303","Alabama","India",15,0.1308,3,68432.0,68633.3333,1591.0667,21.8667,0.2667,0.0667,0.068,4562.0,0
"0101303","Alabama","Mexico",15,0.1048,0,107345.2,49713.3333,1126.2667,17.0667,0.7333,0.0667,0.107,7156.0,0
"0101303","Alabama","Philippines",4,0.0085,0,0.0,54500.0,1180.25,16.25,0.0,0.0,0.0,0.0,0
"0101304","Alabama","Mexico",13,0.1688,1,150021.0,34516.1538,498.0,20.9231,0.6923,0.0769,0.15,11540.0,0
"0101304","Alabama","Philippines",3,0.0366,0,0.0,61666.6667,1287.6667,37.6667,0.0,0.0,0.0,0.0,0
"0101305","Alabama","India",5,0.0485,0,0.0,87400.0,2395.4,20.6,0.0,0.0,0.0,0.0,0
"0101305","Alabama","Mexico",9,0.2561,2,55284.2,17266.6667,438.8889,16.2222,0.8889,0.1111,0.055,6143.0,0
"0101400","Alabama","Mexico",5,0.2433,0,15310.2,14600.0,788.6,28.0,0.4,0.0,0.015,3062.0,0
"0101400","Alabama","Philippines",1,0.2874,0,6336.0,0.0,688.0,10.0,1.0,0.0,0.006,6336.0,0
"0101401","Alabama","India",12,0.0308,0,85385.3,161566.6667,1994.75,20.9167,0.4167,0.0,0.085,7115.0,0
"0101401","Alabama","Mexico",17,0.1892,2,79300.2,24782.3529,749.1176,17.3529,0.5882,0.1765,0.079,4665.0,0
"0101401","Alabama","Philippines",2,0.006,0,0.0,82000.0,1063.0,32.5,0.0,0.0,0.0,0.0,0
"0101402","Alabama","El Salvador",1,0.0,0,0.0,200000.0,1779.0,35.0,0.0,0.0,0.0,0.0,0
"0101402","Alabama","India",2,0.0521,0,0.0,54000.0,2169.5,23.0,0.0,0.0,0.0,0.0,0
"0101402","Alabama","Mexico",18,0.1739,0,162629.4,23722.2222,933.0556,21.5,0.6667,0.1111,0.163,9035.0,0
"0101402","Alabama","Philippines",1,0.0103,0,0.0,53000.0,1626.0,17.0,0.0,0.0,0.0,0.0,0
"0101403","Alabama","El Salvador",1,0.2628,0,4368.0,11700.0,370.0,33.0,0.0,0.0,0.004,4368.0,0
"0101403","Alabama","India",7,0.097,0,44344.3,57114.2857,1336.5714,6.0,0.7143,0.4286,0.044,6335.0,0
"0101403","Alabama","Mexico",32,0.181,5,331926.4,22346.25,1038.6562,14.2812,0.9688,0.0938,0.332,10373.0,0
"0101403","Alabama","Philippines",1,0.422,0,6336.0,0.0,535.0,24.0,0.0,0.0,0.006,6336.0,0
"0101404","Alabama","Bangladesh",2,0.2894,1,5053.0,56700.0,1174.5,20.0,0.5,0.0,0.005,2526.0,0
"0101404","Alabama","India",18,0.0691,0,142733.5,118888.8889,1966.1667,26.2222,0.2778,0.0,0.143,7930.0,0
"0101404","Alabama","Mexico",19,0.1586,1,223427.8,27384.2105,1354.1053,21.4211,0.7895,0.1053,0.223,11759.0,0
"0101404","Alabama","Philippines",4,0.1699,0,0.0,66500.0,1721.5,25.5,0.0,0.0,0.0,0.0,0
"0101500","Alabama","Mexico",7,0.0865,0,14757.2,33942.8571,729.1429,22.4286,0.2857,0.0,0.015,2108.0,0
"0101500","Alabama","Philippines",2,0.0669,0,0.0,50500.0,1253.5,31.0,0.0,0.0,0.0,0.0,0
"0101501","Alabama","Bangladesh",2,0.1199,0,0.0,230800.0,1501.5,26.5,0.0,0.0,0.0,0.0,0
"0101501","Alabama","India",12,0.019,0,87027.85,121083.3333,2078.8333,19.0833,0.5,0.0,0.087,7252.0,0
"0101501","Alabama","Mexico",13,0.1949,0,115373.18,21153.8462,1018.4615,19.2308,0.9231,0.1538,0.115,8875.0,0
"0101502","Alabama","Mexico",30,0.1221,2,182126.6,39452.3333,1121.9333,24.2333,0.5333,0.0333,0.182,6071.0,0
"0101502","Alabama","Philippines",1,0.001,0,0.0,54000.0,1638.0,29.0,0.0,0.0,0.0,0.0,0
"0101600","Alabama","Bangladesh",1,0.3229,0,5053.0,20600.0,745.0,4.0,1.0,0.0,0.005,5053.0,0
"0101600","Alabama","El Salvador",1,0.0242,0,0.0,45000.0,1233.0,32.0,0.0,0.0,0.0,0.0,0
"0101600","Alabama","India",3,0.2237,1,20020.0,107433.3333,964.3333,17.6667,0.6667,0.0,0.02,6673.0,0
"0101600","Alabama","Mexico",13,0.1145,0,61541.0,30061.5385,671.6923,21.5385,0.6154,0.0,0.062,4734.0,0
"0101600","Alabama","Philippines",5,0.1092,0,19140.0,31680.0,899.0,20.8,0.2,0.2,0.019,3828.0,0
"0101700","Alabama","India",1,0.0,0,0.0,391000.0,328.0,43.0,0.0,0.0,0.0,0.0,0
"0101700","Alabama","Mexico",8,0.0197,0,67513.4,67700.0,693.75,18.25,0.625,0.125,0.068,8439.0,0
"0101700","Alabama","Philippines",3,0.2549,0,6336.0,70333.3333,713.6667,25.3333,0.0,0.0,0.006,2112.0,0
"0101800","Alabama","Mexico",15,0.215,1,71021.0,21760.0,580.4667,25.2,0.6667,0.0667,0.071,4735.0,0
"0101801","Alabama","Mexico",8,0.1336,0,124030.0,32250.0,651.625,19.75,1.0,0.125,0.124,15504.0,0
"0101801","Alabama","Philippines",3,0.0828,0,0.0,58333.3333,2577.3333,26.0,0.0,0.0,0.0,0.0,0
"0101802","Alabama","India",5,0.2416,1,23387.0,29800.0,1347.8,8.6,0.8,0.4,0.023,4677.0,0
"0101802","Alabama","Mexico",9,0.1416,1,65838.6,26222.2222,700.8889,21.1111,0.7778,0.0,0.066,7315.0,0
"0101802","Alabama","Philippines",4,0.0848,0,0.0,47250.0,1110.5,32.75,0.0,0.0,0.0,0.0,0
"0101900","Alabama","Bangladesh",3,0.414,1,19560.0,16666.6667,845.6667,1.6667,1.0,1.0,0.02,6520.0,0
"0101900","Alabama","India",7,0.1453,2,32412.38,100742.8571,1103.1429,20.7143,0.5714,0.2857,0.032,4630.0,0
"0101900","Alabama","Mexico",5,0.2559,2,25769.8,22440.0,993.6,27.0,0.6,0.2,0.026,5154.0,0
"0101900","Alabama","Philippines",1,0.0004,0,0.0,80000.0,380.0,30.0,0.0,0.0,0.0,0.0,0
"0101901","Alabama","India",1,0.0133,0,0.0,54000.0,1000.0,34.0,0.0,0.0,0.0,0.0,0
"0101901","Alabama","Mexico",3,0.3541,1,12798.0,19933.3333,836.6667,16.6667,1.0,0.0,0.013,4266.0,0
"0101901","Alabama","Philippines",1,0.0,0,0.0,130000.0,2888.0,59.0,0.0,0.0,0.0,0.0,0
"0102000","Alabama","Bangladesh",2,0.4613,1,10106.0,6000.0,870.0,8.0,0.5,0.0,0.01,5053.0,1
"0102000","Alabama","El Salvador",1,0.0008,0,0.0,79000.0,970.0,24.0,0.0,0.0,0.0,0.0,0
"0102000","Alabama","India",11,0.0714,0,47165.3,90345.4545,1552.5455,19.1818,0.5455,0.2727,0.047,4288.0,0
"0102000","Alabama","Mexico",22,0.2033,1,157842.0,24045.4545,773.5909,18.1364,0.9091,0.0909,0.158,7175.0,0
"0102000","Alabama","Philippines",2,0.0074,0,0.0,130500.0,1502.5,33.0,0.0,0.0,0.0,0.0,0
"0102100","Alabama","Mexico",12,0.2178,2,57480.4,10641.6667,618.0,16.6667,0.75,0.0,0.057,4790.0,0
"0102100","Alabama","Philippines",2,0.031,0,0.0,40500.0,1141.5,31.0,0.0,0.0,0.0,0.0,0
"0102101","Alabama","Bangladesh",4,0.277,1,20212.0,21025.0,572.5,3.0,1.0,0.75,0.02,5053.0,0
"0102101","Alabama","India",8,0.1362,0,30485.0,110250.0,1461.25,23.5,0.625,0.125,0.03,3811.0,0
"0102101","Alabama","Mexico",13,0.2087,3,116904.2,31653.8462,851.0,19.2308,0.8462,0.0,0.117,8993.0,0
"0102200","Alabama","Mexico",4,0.3635,2,17064.0,0.0,532.25,36.75,0.5,0.0,0.017,4266.0,0
"0102201","Alabama","India",1,0.1494,0,0.0,0.0,1703.0,49.0,0.0,0.0,0.0,0.0,0
"0102201","Alabama","Mexico",3,0.1719,1,4266.0,35000.0,349.3333,20.6667,0.3333,0.3333,0.004,1422.0,0
"0102201","Alabama","Philippines",4,0.0087,0,0.0,152650.0,1749.25,28.75,0.0,0.0,0.0,0.0,0
"0102300","Alabama","India",7,0.3077,2,29848.0,24642.8571,1171.8571,16.8571,0.4286,0.2857,0.03,4264.0,0
"0102300","Alabama","Mexico",37,0.2476,8,291249.3,29672.973,701.8649,22.2162,0.7838,0.0811,0.291,7872.0,0
"0102300","Alabama","Philippines",5,0.1493,0,15576.0,41000.0,1131.4,37.2,0.2,0.0,0.016,3115.0,0
"0102400","Alabama","Bangladesh",1,0.081,0,0.0,35200.0,724.0,41.0,0.0,0.0,0.0,0.0,0
"0102400","Alabama","El Salvador",1,0.7895,1,19110.0,0.0,890.0,0.0,1.0,1.0,0.019,19110.0,1
"0102400","Alabama","India",5,0.0009,0,7098.0,104400.0,1350.8,24.8,0.2,0.0,0.007,1420.0,0
"0102400","Alabama","Mexico",22,0.2818,6,145154.6,36968.1818,824.3636,15.8182,0.7273,0.2273,0.145,6598.0,0
"0102400","Alabama","Philippines",5,0.12,0,6336.0,19800.0,1277.4,26.0,0.0,0.0,0.006,1267.0,0
"0102500","Alabama","Bangladesh",3,0.2272,1,5053.0,28333.3333,1037.3333,28.6667,0.3333,0.3333,0.005,1684.0,0
"0102500","Alabama","El Salvador",1,0.0,0,0.0,155000.0,2170.0,37.0,0.0,0.0,0.0,0.0,0
"0102500","Alabama","India",14,0.1977,2,65884.0,59128.5714,1539.7857,19.7143,0.1429,0.1429,0.066,4706.0,0
"0102500","Alabama","Mexico",32,0.1857,2,182617.98,22825.0,613.625,16.6875,0.8125,0.1562,0.183,5707.0,0
"0102500","Alabama","Philippines",5,0.1395,0,19008.0,19480.0,414.2,26.2,0.2,0.4,0.019,3802.0,0
"0102600","Alabama","India",2,0.0113,0,0.0,48000.0,2543.0,13.0,0.0,0.0,0.0,0.0,0
"0102600","Alabama","Mexico",9,0.3464,4,92003.4,24800.0,781.8889,18.8889,0.7778,0.0,0.092,10223.0,0
"0102600","Alabama","Philippines",5,0.1204,0,0.0,30000.0,747.0,31.2,0.0,0.0,0.0,0.0,0
"0102701","Alabama","El Salvador",1,0.18,0,0.0,20000.0,35.0,41.0,0.0,0.0,0.0,0.0,0
"0102701","Alabama","India",4,0.0134,0,12103.0,83000.0,2414.0,15.25,0.25,0.0,0.012,3026.0,0
"0102701","Alabama","Mexico",4,0.2872,2,53108.54,22250.0,1116.0,13.75,0.75,0.25,0.053,13277.0,0
"0102701","Alabama","Philippines",1,0.1594,0,0.0,23000.0,1010.0,6.0,0.0,0.0,0.0,0.0,0
"0102702","Alabama","India",4,0.2395,0,11284.0,15750.0,1359.25,19.75,0.5,0.0,0.011,2821.0,0
"0102702","Alabama","Mexico",10,0.2236,1,32390.0,20980.0,759.8,21.4,0.6,0.1,0.032,3239.0,0
"0102702","Alabama","Philippines",4,0.0583,0,7788.0,85000.0,1828.0,34.75,0.25,0.25,0.008,1947.0,0
"0102703","Alabama","India",1,0.0857,0,5642.0,35000.0,1020.0,2.0,1.0,1.0,0.006,5642.0,0
"0102703","Alabama","Mexico",8,0.2404,1,41538.2,20550.0,512.0,22.875,0.625,0.125,0.042,5192.0,0
"0102703","Alabama","Philippines",4,0.1086,0,10956.0,28750.0,441.5,31.75,0.25,0.0,0.011,2739.0,0
"0102801","Alabama","India",1,0.0,0,0.0,120000.0,2475.0,33.0,0.0,0.0,0.0,0.0,0
"0102801","Alabama","Mexico",5,0.1791,0,21251.0,13720.0,494.4,25.2,0.8,0.0,0.021,4250.0,0
"0102801","Alabama","Philippines",4,0.0287,0,44470.8,56250.0,1042.25,38.25,0.5,0.0,0.044,11118.0,0
"0102802","Alabama","Bangladesh",2,0.0761,0,5053.0,88500.0,1156.5,5.5,0.5,0.5,0.005,2526.0,0
"0102802","Alabama","El Salvador",1,0.2431,0,0.0,0.0,1354.0,36.0,0.0,0.0,0.0,0.0,0
"0102802","Alabama","India",3,0.043,0,0.0,164666.6667,2042.0,25.3333,0.0,0.0,0.0,0.0,0
"0102802","Alabama","Mexico",4,0.0354,0,37920.0,67450.0,948.5,18.0,0.5,0.0,0.038,9480.0,0
"0102802","Alabama","Philippines",4,0.1546,0,12645.6,28750.0,981.75,24.25,0.25,0.0,0.013,3161.0,0
"0102802","Alabama","Somalia",1,0.3452,0,0.0,21600.0,494.0,21.0,0.0,0.0,0.0,0.0,0
"0102803","Alabama","India",5,0.1878,1,38675.0,48600.0,1771.6,18.0,0.6,0.2,0.039,7735.0,0
"0102803","Alabama","Mexico",5,0.1527,0,62062.4,57600.0,1114.2,27.2,0.8,0.0,0.062,12412.0,0
"0102803","Alabama","Philippines",2,0.08,0,13596.0,37500.0,860.0,36.5,1.0,0.0,0.014,6798.0,0
"0200101","Alaska","El Salvador",1,0.0261,0,0.0,48000.0,1550.0,27.0,0.0,0.0,0.0,0.0,0
"0200101","Alaska","India",3,0.0913,0,11830.0,39333.3333,2100.3333,22.6667,0.3333,0.0,0.012,3943.0,0
"0200101","Alaska","Mexico",8,0.154,0,29188.92,44237.5,1659.875,33.75,0.25,0.0,0.029,3649.0,0
"0200101","Alaska","Philippines",25,0.1095,2,50292.0,45472.0,1393.52,29.44,0.2,0.04,0.05,2012.0,0
"0200102","Alaska","Bangladesh",1,0.6262,1,0.0,8000.0,990.0,27.0,0.0,0.0,0.0,0.0,0
"0200102","Alaska","India",2,0.0237,0,0.0,145000.0,3131.0,29.0,0.0,0.0,0.0,0.0,0
"0200102","Alaska","Mexico",19,0.1219,2,103222.98,32284.2105,1051.3158,27.8947,0.3684,0.0526,0.103,5433.0,0
"0200102","Alaska","Philippines",54,0.0958,3,206368.8,40098.1481,1949.463,25.9444,0.1296,0.0185,0.206,3822.0,0
"0200200","Alaska","Mexico",7,0.0168,0,17838.2,72442.8571,1798.4286,31.7143,0.2857,0.0,0.018,2548.0,0
"0200200","Alaska","Philippines",22,0.1408,1,38148.0,39109.0909,1313.1364,29.5,0.1364,0.0,0.038,1734.0,0
"0200300","Alaska","India",3,0.1165,0,5642.0,72666.6667,1808.3333,23.0,0.3333,0.0,0.006,1881.0,0
"0200300","Alaska","Mexico",14,0.1445,1,8532.0,39314.2857,1180.3571,23.0,0.0,0.0,0.009,609.0,0
"0200300","Alaska","Philippines",41,0.1088,0,111912.24,36480.4878,1535.7805,26.5854,0.1463,0.0244,0.112,2730.0,0
"0200400","Alaska","India",2,0.007,0,16198.0,81000.0,1165.0,15.5,0.5,0.5,0.016,8099.0,0
"0200400","Alaska","Mexico",24,0.1717,3,103948.2,50791.6667,1053.1667,35.3333,0.3333,0.0833,0.104,4331.0,0
"0200400","Alaska","Philippines",96,0.0905,6,513318.96,52392.7083,1173.9167,21.0208,0.4062,0.0729,0.513,5347.0,0
"0400100","Arizona","Bangladesh",1,0.2931,0,0.0,0.0,1838.0,34.0,0.0,0.0,0.0,0.0,0
"0400100","Arizona","El Salvador",1,0.0059,0,0.0,60000.0,2104.0,27.0,0.0,0.0,0.0,0.0,0
"0400100","Arizona","India",18,0.0354,0,181488.58,112444.4444,1986.8333,19.3889,0.6111,0.0,0.181,10083.0,0
"0400100","Arizona","Mexico",22,0.1063,1,125515.2,33995.4545,1731.9545,29.8636,0.2273,0.0,0.126,5705.0,0
"0400100","Arizona","Philippines",18,0.0491,0,13226.4,47588.8889,1493.2778,30.0,0.0556,0.0,0.013,735.0,0
"0400101","Arizona","El Salvador",1,0.0012,0,0.0,67000.0,2567.0,55.0,0.0,0.0,0.0,0.0,0
"0400101","Arizona","India",18,0.1187,1,64974.0,73000.0,2111.3889,18.3889,0.3889,0.0556,0.065,3610.0,0
"0400101","Arizona","Mexico",111,0.1509,12,692398.66,35549.5495,1219.6306,33.0721,0.4324,0.027,0.692,6238.0,0
"0400101","Arizona","Philippines",19,0.1054,0,6336.0,47210.5263,1557.0526,34.2632,0.0,0.0,0.006,333.0,0
"0400102","Arizona","Bangladesh",3,0.0533,0,0.0,18666.6667,1052.6667,44.6667,0.0,0.0,0.0,0.0,0
"0400102","Arizona","India",6,0.1139,0,22932.0,77033.3333,2867.1667,25.1667,0.3333,0.0,0.023,3822.0,0
"0400102","Arizona","Mexico",145,0.1523,15,782965.84,31030.5517,1242.9379,26.7586,0.5379,0.0414,0.783,5400.0,0
"0400102","Arizona","Philippines",9,0.1889,0,6336.0,24888.8889,1199.1111,23.8889,0.0,0.0,0.006,704.0,0
"0400103","Arizona","El Salvador",2,0.0171,0,0.0,270500.0,1755.0,37.0,0.0,0.0,0.0,0.0,0
"0400103","Arizona","India",7,0.1269,1,44244.2,65000.0,1468.8571,12.8571,0.5714,0.1429,0.044,6321.0,0
"0400103","Arizona","Mexico",250,0.1952,36,1790144.74,23224.0,1240.7,24.496,0.668,0.04,1.79,7161.0,0
"0400103","Arizona","Philippines",16,0.1592,3,75636.0,31087.5,1293.0,21.6875,0.3125,0.3125,0.076,4727.0,0
"0400104","Arizona","India",1,0.0005,0,19838.0,120000.0,2352.0,9.0,1.0,0.0,0.02,19838.0,0
"0400104","Arizona","Mexico",127,0.1988,17,810641.12,22974.0157,1209.2913,29.189,0.5354,0.0315,0.811,6383.0,0
"0400104","Arizona","Philippines",11,0.1169,0,50899.2,33545.4545,1315.0,23.6364,0.3636,0.0,0.051,4627.0,0
"0400105","Arizona","Bangladesh",2,0.0019,0,12428.75,80000.0,1802.0,21.5,0.5,0.0,0.012,6214.0,0
"0400105","Arizona","India",38,0.088,2,165174.1,104289.4737,2194.9737,22.4211,0.2895,0.0526,0.165,4347.0,0
"0400105","Arizona","Mexico",73,0.1198,7,355898.16,49804.1096,1484.1644,33.9178,0.3151,0.0,0.356,4875.0,0
"0400105","Arizona","Philippines",39,0.0795,0,122245.2,79402.5641,1738.8462,32.0513,0.0513,0.0,0.122,3134.0,0
"0400106","Arizona","Bangladesh",2,0.0213,0,20375.0,65000.0,1611.5,7.0,0.5,0.5,0.02,10188.0,0
"0400106","Arizona","El Salvador",1,0.0052,0,18054.4,72000.0,1690.0,34.0,1.0,0.0,0.018,18054.0,0
"0400106","Arizona","India",43,0.054,3,367293.29,98720.9302,1723.6047,15.8837,0.5814,0.1628,0.367,8542.0,0
"0400106","Arizona","Mexico",145,0.1645,17,756274.9,29455.1034,1208.4621,30.2897,0.4966,0.0207,0.756,5216.0,0
"0400106","Arizona","Philippines",29,0.0591,1,75913.2,56224.1379,1750.8621,28.5172,0.1724,0.1034,0.076,2618.0,0
"0400107","Arizona","Bangladesh",4,0.0022,0,80359.0,114750.0,1907.5,24.25,0.5,0.0,0.08,20090.0,0
