"GEOID_JOIN","STATE_NAME","COUNTRY_NAME","hh_targeted","hh_adopted","avg_adoption_prob","capital_retained","remittance_prevented","tax_credit_cost","yield_income","adoption_rate","net_govt_benefit","roi_ratio"
"4935006","Utah","Mexico",1,1,0.11,1000.0,7900.0,150.0,165.0,1.0,7750.0,6.67
"4801800","Texas","Mexico",7,1,0.12,1000.0,5277.2,150.0,165.0,0.143,5127.2,6.67
"3603710","New York","Mexico",5,1,0.11,1000.0,4266.0,150.0,165.0,0.2,4116.0,6.67
"5520000","Wisconsin","India",1,1,0.11,1000.0,8645.0,150.0,165.0,1.0,8495.0,6.67
"1703306","Illinois","Mexico",2,1,0.11,1000.0,9717.0,150.0,165.0,0.5,9567.0,6.67
"3401502","New Jersey","India",3,1,0.11,1000.0,13195.0,150.0,165.0,0.333,13045.0,6.67
"2701201","Minnesota","Mexico",1,1,0.11,1000.0,4266.0,150.0,165.0,1.0,4116.0,6.67
"3604018","New York","India",2,1,0.11,1000.0,11320.4,150.0,165.0,0.5,11170.4,6.67
"5151225","Virginia","India",4,1,0.12,1000.0,5642.0,150.0,165.0,0.25,5492.0,6.67
"0608303","California","Mexico",43,3,0.12,1000.0,19276.0,150.0,165.0,0.07,19126.0,6.67
"0800806","Colorado","Mexico",10,4,0.11,1000.0,38678.4,150.0,165.0,0.4,38528.4,6.67
"4804618","Texas","Mexico",49,3,0.11,967.2,14220.0,145.08,159.59,0.061,14074.92,6.67
"4203228","Pennsylvania","Philippines",1,1,0.11,960.0,6336.0,144.0,158.4,1.0,6192.0,6.67
"2901101","Missouri","Mexico",7,2,0.11,960.0,10443.8,144.0,158.4,0.286,10299.8,6.67
"0607117","California","Mexico",10,1,0.11,960.0,7078.4,144.0,158.4,0.1,6934.4,6.67
"0607113","California","Philippines",1,1,0.11,940.0,8302.8,141.0,155.1,1.0,8161.799999999999,6.67
"0604702","California","India",2,1,0.11,920.0,5642.0,138.0,151.8,0.5,5504.0,6.67
"3703103","North Carolina","India",15,1,0.1,920.0,5642.0,138.0,151.8,0.067,5504.0,6.67
"3100100","Nebraska","Mexico",6,1,0.11,916.0,4266.0,137.4,151.14,0.167,4128.6,6.67
"3604314","New York","El Salvador",6,2,0.12,912.0,8736.0,136.8,150.48,0.333,8599.2,6.67
"3400703","New Jersey","Mexico",3,1,0.11,900.0,4661.0,135.0,148.5,0.333,4526.0,6.67
"1719500","Illinois","Philippines",1,1,0.09,900.0,10098.0,135.0,148.5,1.0,9963.0,6.67
"4804616","Texas","Mexico",25,2,0.11,888.0,9006.0,133.2,146.52,0.08,8872.8,6.67
"1302004","Georgia","Philippines",1,1,0.11,880.0,6520.8,132.0,145.2,1.0,6388.8,6.67
"4802321","Texas","El Salvador",1,1,0.11,830.4,4368.0,124.56,137.02,1.0,4243.44,6.67
"3500600","New Mexico","Mexico",10,2,0.11,819.2,8532.0,122.88,135.17,0.2,8409.12,6.67
"0400107","Arizona","India",3,1,0.12,800.0,23849.28,120.0,132.0,0.333,23729.28,6.67
"0101000","Alabama","Philippines",1,1,0.09,800.0,6375.6,120.0,132.0,1.0,6255.6,6.67
"1000102","Delaware","Mexico",2,1,0.11,800.0,6952.0,120.0,132.0,0.5,6832.0,6.67
"2601500","Michigan","Mexico",4,1,0.12,800.0,4266.0,120.0,132.0,0.25,4146.0,6.67
"1703108","Illinois","Mexico",3,1,0.12,800.0,4266.0,120.0,132.0,0.333,4146.0,6.67
"4800700","Texas","Mexico",13,1,0.11,800.0,5688.0,120.0,132.0,0.077,5568.0,6.67
"0605905","California","India",1,1,0.11,800.0,8554.0,120.0,132.0,1.0,8434.0,6.67
"1701204","Illinois","Mexico",1,1,0.11,800.0,4266.0,120.0,132.0,1.0,4146.0,6.67
"0609702","California","Mexico",8,1,0.11,720.0,5340.4,108.0,118.8,0.125,5232.4,6.67
"4802314","Texas","Mexico",34,3,0.11,720.0,32642.8,108.0,118.8,0.088,32534.8,6.67
"4805908","Texas","Mexico",9,1,0.11,700.0,9401.0,105.0,115.5,0.111,9296.0,6.67
"1601000","Idaho","Mexico",12,2,0.11,700.0,9053.4,105.0,115.5,0.167,8948.4,6.67
"1300500","Georgia","Mexico",11,2,0.11,696.0,8532.0,104.4,114.84,0.182,8427.6,6.67
"3601205","New York","India",2,1,0.09,680.0,5642.0,102.0,112.2,0.5,5540.0,6.67
"1203104","Florida","Philippines",1,1,0.11,680.0,6336.0,102.0,112.2,1.0,6234.0,6.67
"3604106","New York","Mexico",1,1,0.11,680.0,4487.2,102.0,112.2,1.0,4385.2,6.67
"0606506","California","Mexico",8,1,0.11,675.2,4266.0,101.28,111.41,0.125,4164.72,6.67
"0606512","California","Mexico",5,1,0.11,674.4,4266.0,101.16,111.28,0.2,4164.84,6.67
"1208624","Florida","El Salvador",10,1,0.11,669.6,4368.0,100.44,110.48,0.1,4267.56,6.67
"0603705","California","Mexico",12,2,0.11,660.0,19908.0,99.0,108.9,0.167,19809.0,6.67
"2500903","Massachusetts","El Salvador",2,1,0.11,640.0,13322.4,96.0,105.6,0.5,13226.4,6.67
"3703800","North Carolina","Mexico",10,2,0.12,640.0,17885.6,96.0,105.6,0.2,17789.6,6.67
"3603211","New York","India",1,1,0.11,640.0,5642.0,96.0,105.6,1.0,5546.0,6.67
"0501502","Arkansas","Philippines",1,1,0.09,640.0,12962.4,96.0,105.6,1.0,12866.4,6.67
"3200103","Nevada","Philippines",1,1,0.11,620.0,10969.2,93.0,102.3,1.0,10876.2,6.67
"4500301","South Carolina","Mexico",5,1,0.12,600.0,5609.0,90.0,99.0,0.2,5519.0,6.67
"5322700","Washington","Mexico",3,1,0.1,600.0,33499.16,90.0,99.0,0.333,33409.16,6.67
"1702801","Illinois","Mexico",6,1,0.11,600.0,4266.0,90.0,99.0,0.167,4176.0,6.67
"1703422","Illinois","Philippines",1,1,0.09,600.0,6336.0,90.0,99.0,1.0,6246.0,6.67
"2500501","Massachusetts","India",2,1,0.1,600.0,13923.0,90.0,99.0,0.5,13833.0,6.67
"1500303","Hawaii","Mexico",1,1,0.11,600.0,23715.8,90.0,99.0,1.0,23625.8,6.67
"0606706","California","Mexico",9,1,0.12,600.0,4266.0,90.0,99.0,0.111,4176.0,6.67
"2401101","Maryland","Mexico",5,1,0.11,600.0,16906.0,90.0,99.0,0.2,16816.0,6.67
"0608514","California","Mexico",17,4,0.11,600.0,32390.0,90.0,99.0,0.235,32300.0,6.67
"3200408","Nevada","Mexico",16,1,0.11,595.2,4266.0,89.28,98.21,0.062,4176.72,6.67
"1302900","Georgia","Mexico",5,1,0.12,584.0,4266.0,87.6,96.36,0.2,4178.4,6.67
"3501002","New Mexico","Mexico",19,2,0.11,580.0,8532.0,87.0,95.7,0.105,8445.0,6.67
"2503303","Massachusetts","India",2,1,0.11,560.0,5642.0,84.0,92.4,0.5,5558.0,6.67
"2902602","Missouri","India",1,1,0.09,540.0,5642.0,81.0,89.1,1.0,5561.0,6.67
"3200410","Nevada","Mexico",18,2,0.11,537.6,8532.0,80.64,88.7,0.111,8451.36,6.67
"3702000","North Carolina","Mexico",3,1,0.11,530.0,4266.0,79.5,87.45,0.333,4186.5,6.67
"4800200","Texas","Somalia",1,1,0.11,504.0,4422.0,75.6,83.16,1.0,4346.4,6.67
"0607325","California","Philippines",1,1,0.11,500.0,6336.0,75.0,82.5,1.0,6261.0,6.67
"1703310","Illinois","India",5,1,0.11,500.0,12967.5,75.0,82.5,0.2,12892.5,6.67
"4203205","Pennsylvania","Mexico",3,1,0.11,480.0,4487.2,72.0,79.2,0.333,4415.2,6.67
"4802304","Texas","Mexico",22,3,0.11,477.6,15942.2,71.64,78.8,0.136,15870.560000000001,6.67
"0607105","California","Mexico",8,1,0.12,476.0,4266.0,71.4,78.54,0.125,4194.6,6.67
"1203302","Florida","Mexico",3,1,0.11,469.6,4266.0,70.44,77.48,0.333,4195.56,6.67
"4911001","Utah","Mexico",5,1,0.11,467.2,4266.0,70.08,77.09,0.2,4195.92,6.67
"4805301","Texas","Mexico",8,1,0.11,460.0,4266.0,69.0,75.9,0.125,4197.0,6.67
"0607118","California","Mexico",15,2,0.11,460.0,9006.0,69.0,75.9,0.133,8937.0,6.67
"5323301","Washington","Philippines",1,1,0.11,440.0,7444.8,66.0,72.6,1.0,7378.8,6.67
"3600500","New York","Mexico",1,1,0.09,436.0,4266.0,65.4,71.94,1.0,4200.6,6.67
"1212703","Florida","India",1,1,0.11,427.2,5642.0,64.08,70.49,1.0,5577.92,6.67
"1302400","Georgia","Mexico",3,1,0.13,400.0,4266.0,60.0,66.0,0.333,4206.0,6.67
"2702100","Minnesota","Mexico",1,1,0.11,400.0,4424.0,60.0,66.0,1.0,4364.0,6.67
"0501100","Arkansas","Mexico",7,1,0.12,400.0,4424.0,60.0,66.0,0.143,4364.0,6.67
"2600200","Michigan","Bangladesh",1,1,0.11,400.0,5053.0,60.0,66.0,1.0,4993.0,6.67
"0609705","California","Mexico",6,1,0.12,400.0,4266.0,60.0,66.0,0.167,4206.0,6.67
"0608102","California","Mexico",8,1,0.11,400.0,33006.2,60.0,66.0,0.125,32946.2,6.67
"1704307","Illinois","Philippines",1,1,0.09,400.0,17034.6,60.0,66.0,1.0,16974.6,6.67
"3603705","New York","Mexico",4,1,0.12,400.0,4266.0,60.0,66.0,0.25,4206.0,6.67
"0601312","California","Philippines",2,1,0.12,400.0,6336.0,60.0,66.0,0.5,6276.0,6.67
"4804620","Texas","India",1,1,0.11,380.0,20192.9,57.0,62.7,1.0,20135.9,6.67
"0605913","California","India",1,1,0.11,360.0,5642.0,54.0,59.4,1.0,5588.0,6.67
"2500508","Massachusetts","El Salvador",5,1,0.11,360.0,4368.0,54.0,59.4,0.2,4314.0,6.67
"0603707","California","Mexico",62,7,0.11,360.0,56295.4,54.0,59.4,0.113,56241.4,6.67
"0603725","California","Mexico",18,1,0.12,340.0,4266.0,51.0,56.1,0.056,4215.0,6.67
"0500100","Arkansas","Mexico",7,1,0.11,336.0,4266.0,50.4,55.44,0.143,4215.6,6.67
"4802800","Texas","Mexico",13,2,0.11,332.0,8532.0,49.8,54.78,0.154,8482.2,6.67
"1703102","Illinois","Mexico",22,1,0.12,320.0,4266.0,48.0,52.8,0.045,4218.0,6.67
"0801201","Colorado","Mexico",3,1,0.11,320.0,8152.8,48.0,52.8,0.333,8104.8,6.67
"3400504","New Jersey","Mexico",1,1,0.11,300.0,4266.0,45.0,49.5,1.0,4221.0,6.67
"4802507","Texas","India",3,1,0.1,260.0,5642.0,39.0,42.9,0.333,5603.0,6.67
"1304006","Georgia","El Salvador",1,1,0.11,240.0,4368.0,36.0,39.6,1.0,4332.0,6.67
"1000101","Delaware","Mexico",4,1,0.12,240.0,4266.0,36.0,39.6,0.25,4230.0,6.67
"1703415","Illinois","Mexico",6,1,0.12,220.0,5703.8,33.0,36.3,0.167,5670.8,6.67
"3604105","New York","India",2,1,0.12,200.0,6351.8,30.0,33.0,0.5,6321.8,6.67
"2001201","Kansas","Mexico",1,1,0.11,200.0,9954.0,30.0,33.0,1.0,9924.0,6.67
"1209507","Florida","El Salvador",3,1,0.12,200.0,4368.0,30.0,33.0,0.333,4338.0,6.67
"0800816","Colorado","Mexico",10,1,0.12,186.0,4266.0,27.9,30.69,0.1,4238.1,6.67
"3604107","New York","Mexico",6,1,0.11,162.0,8343.98,24.3,26.73,0.167,8319.68,6.67
"2701609","Minnesota","India",5,1,0.1,160.0,5642.0,24.0,26.4,0.2,5618.0,6.67
"1301100","Georgia","El Salvador",2,1,0.11,160.0,14705.6,24.0,26.4,0.5,14681.6,6.67
"1210104","Florida","India",1,1,0.09,159.2,5642.0,23.88,26.27,1.0,5618.12,6.67
"0800700","Colorado","Mexico",5,2,0.11,151.2,8532.0,22.68,24.95,0.4,8509.32,6.67
"2001301","Kansas","Mexico",5,1,0.1,140.0,4266.0,21.0,23.1,0.2,4245.0,6.67
"1301503","Georgia","Mexico",3,1,0.12,139.2,4266.0,20.88,22.97,0.333,4245.12,6.67
"3604404","New York","Mexico",8,1,0.12,134.0,10407.46,20.1,22.11,0.125,10387.359999999999,6.67
"0606717","California","Mexico",2,1,0.11,130.0,4266.0,19.5,21.45,0.5,4246.5,6.67
"1302302","Georgia","El Salvador",1,1,0.1,130.0,9582.3,19.5,21.45,1.0,9562.8,6.67
"1201115","Florida","Bangladesh",1,1,0.11,120.0,5053.0,18.0,19.8,1.0,5035.0,6.67
"0603755","California","Mexico",11,3,0.12,115.2,18170.0,17.28,19.01,0.273,18152.72,6.67
"1701105","Illinois","Mexico",3,1,0.12,100.0,4266.0,15.0,16.5,0.333,4251.0,6.67
"4106724","Oregon","Mexico",3,1,0.11,100.0,4266.0,15.0,16.5,0.333,4251.0,6.67
"3100200","Nebraska","Mexico",7,2,0.12,92.8,8532.0,13.92,15.31,0.286,8518.08,6.67
"0600110","California","Mexico",4,1,0.12,80.0,6794.0,12.0,13.2,0.25,6782.0,6.67
"3200200","Nevada","Mexico",9,1,0.11,68.0,4266.0,10.2,11.22,0.111,4255.8,6.67
"3603804","New York","Mexico",3,1,0.11,56.0,4266.0,8.4,9.24,0.333,4257.6,6.67
"1209701","Florida","Bangladesh",1,1,0.11,40.0,13675.7,6.0,6.6,1.0,13669.7,6.67
"4805202","Texas","Mexico",6,1,0.11,32.0,6440.08,4.8,5.28,0.167,6435.28,6.67
"1301700","Georgia","Mexico",4,1,0.1,10.4,4266.0,1.56,1.72,0.25,4264.44,6.67
"1302004","Georgia","Mexico",16,1,0.12,7.2,4266.0,1.08,1.19,0.062,4264.92,6.67
"3903200","Ohio","Mexico",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3902400","Ohio","Mexico",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3701803","North Carolina","Mexico",2,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400902","New Jersey","India",4,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3900801","Ohio","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3904701","Ohio","Mexico",1,0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3904110","Ohio","Somalia",3,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3903402","Ohio","Mexico",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3900706","Ohio","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3702100","North Carolina","Mexico",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3904701","Ohio","India",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3904700","Ohio","India",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3703101","North Carolina","Mexico",11,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400303","New Jersey","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3900908","Ohio","India",2,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3904706","Ohio","India",5,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3903301","Ohio","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3703102","North Carolina","India",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3703102","North Carolina","Mexico",11,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3903302","Ohio","India",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400307","New Jersey","Mexico",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3701801","North Carolina","Mexico",5,1,0.11,0.0,5530.0,0.0,0.0,0.2,5530.0,0.0
"3400503","New Jersey","Bangladesh",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3904108","Ohio","Mexico",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3904106","Ohio","Somalia",4,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400305","New Jersey","India",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3903407","Ohio","Mexico",2,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3904707","Ohio","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3701704","North Carolina","Mexico",8,2,0.12,0.0,14062.0,0.0,0.0,0.25,14062.0,0.0
"3400902","New Jersey","Bangladesh",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3904603","Ohio","Mexico",3,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400304","New Jersey","India",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3903408","Ohio","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3904111","Ohio","Mexico",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3702700","North Carolina","Philippines",1,0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3903407","Ohio","Somalia",3,1,0.13,0.0,26371.2,0.0,0.0,0.333,26371.2,0.0
"3903407","Ohio","El Salvador",2,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3904200","Ohio","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3904300","Ohio","Mexico",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3902400","Ohio","El Salvador",4,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3902600","Ohio","El Salvador",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3702900","North Carolina","El Salvador",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3702900","North Carolina","Mexico",9,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3900708","Ohio","Philippines",2,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400503","New Jersey","Mexico",10,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3702600","North Carolina","Mexico",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3702400","North Carolina","Mexico",4,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3903408","Ohio","Somalia",1,1,0.11,0.0,4422.0,0.0,0.0,1.0,4422.0,0.0
"3903100","Ohio","Mexico",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400702","New Jersey","Philippines",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400901","New Jersey","El Salvador",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400303","New Jersey","Philippines",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3904603","Ohio","India",2,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3703001","North Carolina","Mexico",3,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3702300","North Carolina","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400305","New Jersey","Philippines",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3703002","North Carolina","El Salvador",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3900906","Ohio","Mexico",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3703002","North Carolina","Mexico",3,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3904110","Ohio","Mexico",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3702202","North Carolina","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3900707","Ohio","India",5,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3703101","North Carolina","India",2,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3900909","Ohio","India",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3903701","Ohio","India",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400307","New Jersey","Philippines",2,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3903803","Ohio","Mexico",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3903800","Ohio","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3705001","North Carolina","Philippines",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3901100","Ohio","Bangladesh",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3903802","Ohio","Mexico",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400602","New Jersey","Philippines",4,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3705001","North Carolina","Mexico",4,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3903411","Ohio","Mexico",4,1,0.1,0.0,5751.2,0.0,0.0,0.25,5751.2,0.0
"3705001","North Carolina","India",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3705001","North Carolina","El Salvador",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400603","New Jersey","India",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3800500","North Dakota","India",3,1,0.09,0.0,5642.0,0.0,0.0,0.333,5642.0,0.0
"3903410","Ohio","Mexico",3,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3800600","North Dakota","India",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3703103","North Carolina","El Salvador",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3800600","North Dakota","Philippines",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3903900","Ohio","India",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3903404","Ohio","Philippines",1,0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3704900","North Carolina","El Salvador",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400603","New Jersey","Mexico",3,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3901800","Ohio","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3900100","Ohio","India",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400604","New Jersey","India",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3704701","North Carolina","Mexico",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400400","New Jersey","Bangladesh",4,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3903902","Ohio","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3704601","North Carolina","Mexico",3,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3705001","North Carolina","Somalia",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3705002","North Carolina","El Salvador",2,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3705002","North Carolina","Mexico",2,1,0.11,0.0,4266.0,0.0,0.0,0.5,4266.0,0.0
"3705002","North Carolina","Philippines",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3705401","North Carolina","Mexico",5,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3903703","Ohio","India",3,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400601","New Jersey","Mexico",5,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3903405","Ohio","Mexico",2,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400601","New Jersey","Philippines",2,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3901100","Ohio","Mexico",2,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3800100","North Dakota","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3800200","North Dakota","Mexico",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3705300","North Carolina","Mexico",4,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3903406","Ohio","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3903500","Ohio","Mexico",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3901200","Ohio","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3800400","North Dakota","Bangladesh",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3901202","Ohio","India",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400602","New Jersey","El Salvador",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400602","New Jersey","India",5,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3903402","Ohio","India",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400602","New Jersey","Mexico",3,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400305","New Jersey","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3903704","Ohio","India",2,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3800400","North Dakota","Somalia",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3901500","Ohio","India",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3705003","North Carolina","Mexico",4,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3901700","Ohio","Bangladesh",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3901100","Ohio","India",2,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3903409","Ohio","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3704600","North Carolina","Mexico",5,1,0.12,0.0,4266.0,0.0,0.0,0.2,4266.0,0.0
"3704501","North Carolina","Mexico",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3900600","Ohio","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400605","New Jersey","India",7,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3904103","Ohio","Mexico",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3900601","Ohio","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3903403","Ohio","Mexico",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3703300","North Carolina","Mexico",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3903402","Ohio","Somalia",3,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3900700","Ohio","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3703200","North Carolina","India",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3900705","Ohio","India",1,0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3904105","Ohio","India",2,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3901003","Ohio","India",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400605","New Jersey","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3703108","North Carolina","India",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3703107","North Carolina","Mexico",4,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
