"GEOID_JOIN","STATE_NAME","COUNTRY_NAME","hh_targeted","hh_adopted","avg_adoption_prob","capital_retained","remittance_prevented","tax_credit_cost","yield_income","adoption_rate","net_govt_benefit","roi_ratio"
"4703201","Tennessee","Somalia",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4703202","Tennessee","Bangladesh",2,1,0.1,0.0,5053.0,0.0,0.0,0.5,5053.0,0.0
"4703202","Tennessee","India",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4703202","Tennessee","Mexico",11,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4703203","Tennessee","Mexico",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4703204","Tennessee","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4703205","Tennessee","Mexico",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4703206","Tennessee","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4703206","Tennessee","Philippines",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4703208","Tennessee","Mexico",4,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4703300","Tennessee","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4703401","Tennessee","India",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4703402","Tennessee","Mexico",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4703500","Tennessee","India",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4801903","Texas","Bangladesh",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4801903","Texas","India",5,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4801903","Texas","Mexico",4,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4801903","Texas","Philippines",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802311","Texas","Mexico",29,1,0.12,0.0,5530.0,0.0,0.0,0.034,5530.0,0.0
"4802311","Texas","Philippines",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802317","Texas","Mexico",4,2,0.11,0.0,11376.0,0.0,0.0,0.5,11376.0,0.0
"4802319","Texas","India",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802320","Texas","Bangladesh",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802320","Texas","Mexico",46,1,0.11,0.0,4266.0,0.0,0.0,0.022,4266.0,0.0
"4802400","Texas","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802501","Texas","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802501","Texas","Somalia",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802502","Texas","India",4,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802503","Texas","India",26,1,0.09,0.0,5642.0,0.0,0.0,0.038,5642.0,0.0
"4802503","Texas","Somalia",3,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802504","Texas","Mexico",3,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802505","Texas","Mexico",4,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802508","Texas","Bangladesh",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802508","Texas","Mexico",43,4,0.11,0.0,32816.6,0.0,0.0,0.093,32816.6,0.0
"4802510","Texas","Mexico",1,1,0.11,0.0,11060.0,0.0,0.0,1.0,11060.0,0.0
"4802511","Texas","India",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802511","Texas","Mexico",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802511","Texas","Somalia",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802512","Texas","Mexico",46,3,0.11,0.0,12798.0,0.0,0.0,0.065,12798.0,0.0
"4802514","Texas","India",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802516","Texas","India",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802310","Texas","India",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802309","Texas","India",5,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802309","Texas","Bangladesh",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802003","Texas","India",3,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4801904","Texas","Mexico",2,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4801905","Texas","Mexico",9,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4801906","Texas","India",3,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4801906","Texas","Philippines",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4801907","Texas","Mexico",5,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4801909","Texas","India",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4801909","Texas","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802001","Texas","Mexico",4,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802002","Texas","India",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802003","Texas","Bangladesh",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802004","Texas","India",5,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802308","Texas","India",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802004","Texas","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802006","Texas","India",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802102","Texas","Mexico",4,1,0.12,0.0,4898.0,0.0,0.0,0.25,4898.0,0.0
"4802200","Texas","Mexico",10,1,0.11,0.0,4266.0,0.0,0.0,0.1,4266.0,0.0
"4802301","Texas","Mexico",3,2,0.11,0.0,8848.0,0.0,0.0,0.667,8848.0,0.0
"4802302","Texas","India",3,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802303","Texas","India",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802303","Texas","Mexico",10,1,0.11,0.0,6425.86,0.0,0.0,0.1,6425.86,0.0
"4802307","Texas","Bangladesh",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4802308","Texas","Bangladesh",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702507","Tennessee","Mexico",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702507","Tennessee","El Salvador",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702506","Tennessee","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4700200","Tennessee","Mexico",3,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4501600","South Carolina","Mexico",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4501700","South Carolina","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4501901","South Carolina","Mexico",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4502001","South Carolina","Mexico",4,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4502202","South Carolina","Mexico",3,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4502302","South Carolina","El Salvador",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4502302","South Carolina","Mexico",4,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4502303","South Carolina","India",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4502400","South Carolina","India",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4502500","South Carolina","Mexico",2,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4502601","South Carolina","Mexico",1,0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4502701","South Carolina","Mexico",4,1,0.11,0.0,7900.0,0.0,0.0,0.25,7900.0,0.0
"4502702","South Carolina","Mexico",4,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4600100","South Dakota","India",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4600200","South Dakota","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4600200","South Dakota","Philippines",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4600300","South Dakota","Mexico",4,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4600300","South Dakota","Philippines",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4600400","South Dakota","Bangladesh",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4600400","South Dakota","India",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4600400","South Dakota","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4600500","South Dakota","Mexico",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4600600","South Dakota","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4501501","South Carolina","India",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4501500","South Carolina","Mexico",3,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4501403","South Carolina","India",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400302","New Jersey","India",3,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4500401","South Carolina","India",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4500402","South Carolina","India",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4500402","South Carolina","Mexico",2,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4500403","South Carolina","Mexico",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4500501","South Carolina","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4500601","South Carolina","India",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4500601","South Carolina","Mexico",5,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4500604","South Carolina","India",3,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4500605","South Carolina","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4500700","South Carolina","Mexico",3,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4501000","South Carolina","Mexico",3,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4501402","South Carolina","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4501100","South Carolina","Mexico",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4501101","South Carolina","Mexico",2,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4501102","South Carolina","Mexico",6,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4501203","South Carolina","India",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4501204","South Carolina","India",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4501204","South Carolina","Mexico",13,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4501300","South Carolina","Mexico",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4501301","South Carolina","Mexico",2,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4501302","South Carolina","Mexico",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4501402","South Carolina","Bangladesh",2,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4700100","Tennessee","Mexico",3,1,0.1,0.0,4266.0,0.0,0.0,0.333,4266.0,0.0
"4700300","Tennessee","Mexico",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702505","Tennessee","Mexico",3,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4700301","Tennessee","Mexico",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702001","Tennessee","Mexico",5,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702100","Tennessee","Mexico",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702101","Tennessee","India",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702102","Tennessee","India",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702300","Tennessee","Mexico",2,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702401","Tennessee","India",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702401","Tennessee","Mexico",2,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702405","Tennessee","El Salvador",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702405","Tennessee","Mexico",3,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702405","Tennessee","Somalia",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702406","Tennessee","Mexico",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702406","Tennessee","Philippines",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702501","Tennessee","India",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702501","Tennessee","Philippines",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702502","Tennessee","Bangladesh",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702502","Tennessee","India",2,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702502","Tennessee","Mexico",10,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702503","Tennessee","India",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702503","Tennessee","Mexico",5,1,0.11,0.0,4266.0,0.0,0.0,0.2,4266.0,0.0
"4702504","Tennessee","India",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702504","Tennessee","Mexico",7,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702504","Tennessee","Philippines",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702505","Tennessee","India",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4702001","Tennessee","India",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4701900","Tennessee","Mexico",2,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4701900","Tennessee","India",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4701201","Tennessee","Mexico",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4700400","Tennessee","Mexico",3,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4700401","Tennessee","Mexico",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4700500","Tennessee","India",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4700500","Tennessee","Mexico",2,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4700501","Tennessee","Mexico",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4700700","Tennessee","Bangladesh",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4700700","Tennessee","Mexico",2,1,0.11,0.0,4266.0,0.0,0.0,0.5,4266.0,0.0
"4700900","Tennessee","Mexico",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4701101","Tennessee","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4701200","Tennessee","Mexico",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4701400","Tennessee","Mexico",6,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4701800","Tennessee","Mexico",1,1,0.11,0.0,12640.0,0.0,0.0,1.0,12640.0,0.0
"4701500","Tennessee","India",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4701500","Tennessee","Philippines",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4701501","Tennessee","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4701503","Tennessee","Mexico",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4701600","Tennessee","Mexico",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4701601","Tennessee","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4701602","Tennessee","Mexico",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4701604","Tennessee","Mexico",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4701700","Tennessee","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4701700","Tennessee","Philippines",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400302","New Jersey","Philippines",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2601300","Michigan","Bangladesh",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3400301","New Jersey","Philippines",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0802001","Colorado","Mexico",3,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0801202","Colorado","India",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0801202","Colorado","Mexico",8,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0801401","Colorado","Mexico",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0801701","Colorado","Mexico",4,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0801702","Colorado","Mexico",6,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0801703","Colorado","Mexico",13,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0801704","Colorado","India",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0801705","Colorado","India",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0801705","Colorado","Mexico",2,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0801800","Colorado","Mexico",6,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0801900","Colorado","India",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0802002","Colorado","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0801003","Colorado","Mexico",2,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0802004","Colorado","Mexico",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0802005","Colorado","India",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0802101","Colorado","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0802200","Colorado","Mexico",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0802301","Colorado","Mexico",5,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0802401","Colorado","Mexico",1,0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0802501","Colorado","Bangladesh",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0802501","Colorado","Mexico",3,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0804103","Colorado","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0804104","Colorado","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0804105","Colorado","Mexico",4,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0801201","Colorado","India",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0800900","Colorado","Mexico",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0900102","Connecticut","El Salvador",4,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0800811","Colorado","Mexico",1,0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0800800","Colorado","Mexico",10,1,0.11,0.0,4266.0,0.0,0.0,0.1,4266.0,0.0
"0800803","Colorado","Mexico",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0800803","Colorado","Philippines",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0800804","Colorado","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0800805","Colorado","Mexico",3,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0800806","Colorado","Philippines",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0800807","Colorado","Mexico",4,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0800808","Colorado","Mexico",2,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0800809","Colorado","Bangladesh",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0800810","Colorado","Bangladesh",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0800810","Colorado","India",2,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0800812","Colorado","Mexico",8,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0800824","Colorado","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0800813","Colorado","Mexico",4,1,0.11,0.0,4266.0,0.0,0.0,0.25,4266.0,0.0
"0800814","Colorado","Mexico",3,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0800815","Colorado","Mexico",2,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0800815","Colorado","Philippines",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0800817","Colorado","Mexico",2,1,0.12,0.0,5056.0,0.0,0.0,0.5,5056.0,0.0
"0800818","Colorado","Mexico",2,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0800819","Colorado","India",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0800819","Colorado","Mexico",1,0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0800820","Colorado","Mexico",3,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0800820","Colorado","Philippines",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0800824","Colorado","India",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0900100","Connecticut","India",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0900102","Connecticut","India",3,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0800702","Colorado","Philippines",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0920903","Connecticut","El Salvador",1,0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0920603","Connecticut","Philippines",1,0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0920702","Connecticut","Bangladesh",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0920702","Connecticut","El Salvador",1,1,0.11,0.0,5077.8,0.0,0.0,1.0,5077.8,0.0
"0920702","Connecticut","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0920703","Connecticut","Mexico",2,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0920801","Connecticut","El Salvador",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0920801","Connecticut","Mexico",3,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0920802","Connecticut","Bangladesh",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0920802","Connecticut","Mexico",1,0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0920901","Connecticut","El Salvador",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0920901","Connecticut","Mexico",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0920903","Connecticut","India",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0920601","Connecticut","India",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0920903","Connecticut","Mexico",4,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0920903","Connecticut","Philippines",1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0920904","Connecticut","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0920904","Connecticut","Philippines",1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1000101","Delaware","India",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1000102","Delaware","Bangladesh",2,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1000103","Delaware","Mexico",4,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1000104","Delaware","Mexico",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1000200","Delaware","India",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1000200","Delaware","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1000300","Delaware","El Salvador",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0920602","Connecticut","India",2,1,0.09,0.0,7095.27,0.0,0.0,0.5,7095.27,0.0
"0920601","Connecticut","Bangladesh",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0900102","Connecticut","Mexico",3,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0900902","Connecticut","Mexico",2,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0900102","Connecticut","Philippines",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0900104","Connecticut","Bangladesh",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0900104","Connecticut","El Salvador",4,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0900105","Connecticut","El Salvador",1,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0900105","Connecticut","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0900301","Connecticut","El Salvador",2,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0900302","Connecticut","India",1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0900302","Connecticut","Mexico",2,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0900305","Connecticut","Mexico",1,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0900306","Connecticut","India",2,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"0900700","Connecticut","Mexico",3,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
